crack_start,crack_tip,load_location,load_condition,bottom_surface_deflections
"(1.7246403368094185, 0)","(1.7246403368094185, 0.2582507892979616)",[2.97107346 1.        ],[    0 -3615],"[ 0.         -0.00741019 -0.01476798 -0.02201846 -0.02912194 -0.03611091
 -0.04317877 -0.04870508 -0.0536335  -0.05819711 -0.06239433 -0.0660883
 -0.06921104 -0.07173213 -0.07366926 -0.07506408 -0.07595396 -0.07636619
 -0.0763223  -0.07584202 -0.07494487 -0.07365055 -0.07197885 -0.06994965
 -0.06758279 -0.06489814 -0.06191557 -0.05865493 -0.0551361  -0.05137892
 -0.04740327 -0.043229   -0.03887597 -0.03436405 -0.0297131  -0.02494299
 -0.02007356 -0.01512468 -0.01011623 -0.00506804  0.        ]"
"(8.061251881881748, 0)","(8.061251881881748, 0.23550101937755386)",[7.85116323 1.        ],[    0 -6089],"[ 0.         -0.00677361 -0.01352213 -0.02022047 -0.02684354 -0.03336624
 -0.03976349 -0.04601019 -0.05208126 -0.05795161 -0.06359613 -0.06898975
 -0.07410737 -0.0789239  -0.08341426 -0.08755334 -0.09131606 -0.09467732
 -0.09761205 -0.10009513 -0.10210149 -0.10360604 -0.10458369 -0.10500943
 -0.10485836 -0.10410565 -0.10272592 -0.10069132 -0.0979653  -0.09449045
 -0.0902341  -0.08534428 -0.08029095 -0.07198312 -0.06259918 -0.05290816
 -0.04289499 -0.03249973 -0.02181829 -0.01095391  0.        ]"
"(4.316183810281801, 0)","(4.316183810281801, 0.2974862284079969)",[7.84254529 1.        ],[    0 -8327],"[ 0.         -0.01009229 -0.02015027 -0.03013962 -0.04002603 -0.04977519
 -0.05935279 -0.06872454 -0.07785618 -0.08671351 -0.09526218 -0.10346706
 -0.11129063 -0.11868915 -0.12561209 -0.13204544 -0.13812614 -0.14430694
 -0.14724172 -0.14904675 -0.15026341 -0.15090994 -0.15080762 -0.1499199
 -0.14823121 -0.14571616 -0.14234416 -0.1380818  -0.13289071 -0.12671932
 -0.11949365 -0.11113267 -0.10161699 -0.09104988 -0.07959621 -0.06741378
 -0.05463794 -0.04139086 -0.02779049 -0.01395426  0.        ]"
"(5.418878214177889, 0)","(5.418878214177889, 0.4140482402425462)",[2.96019178 1.        ],[    0 -7160],"[ 0.         -0.01549466 -0.03089751 -0.04611678 -0.06106068 -0.07563754
 -0.0897559  -0.1033246  -0.11625207 -0.1284431  -0.13979114 -0.15017039
 -0.15944901 -0.16754816 -0.17449417 -0.18036501 -0.18522828 -0.18912477
 -0.19208651 -0.19420059 -0.19572415 -0.19751923 -0.19255233 -0.18590181
 -0.17841811 -0.17038584 -0.16174358 -0.15251233 -0.14275182 -0.13251437
 -0.12184376 -0.11078015 -0.0993628  -0.08763085 -0.07562356 -0.06338024
 -0.05094023 -0.03834286 -0.02562747 -0.0128334   0.        ]"
"(4.898854702379998, 0)","(4.898854702379998, 0.3800181036267655)",[4.86087132 1.        ],[    0 -2732],"[ 0.         -0.00675689 -0.0134875  -0.02016559 -0.02676486 -0.03325907
 -0.03962194 -0.04582719 -0.05184858 -0.05765984 -0.06323478 -0.06854722
 -0.07357085 -0.07827867 -0.08264114 -0.08662317 -0.09018728 -0.09332747
 -0.09614644 -0.09910627 -0.09825598 -0.09634401 -0.09389576 -0.09108542
 -0.08785564 -0.08421975 -0.080216   -0.07587645 -0.07122766 -0.06629391
 -0.06109892 -0.05566635 -0.0500199  -0.04418333 -0.03818038 -0.03203484
 -0.02577047 -0.01941104 -0.0129803  -0.00650203  0.        ]"
"(3.819711975812734, 0)","(3.819711975812734, 0.22221813576449606)",[5.8880835 1.       ],[    0 -2188],"[ 0.         -0.00406456 -0.00811308 -0.01212955 -0.01609794 -0.02000222
 -0.02382639 -0.02755445 -0.03117038 -0.03465787 -0.03799985 -0.04117722
 -0.04416688 -0.04695725 -0.04960039 -0.05225463 -0.05381467 -0.05493256
 -0.05583482 -0.05649389 -0.05683454 -0.05684323 -0.05650617 -0.05579977
 -0.05469676 -0.05318525 -0.05128533 -0.04903327 -0.04646351 -0.04360459
 -0.04048159 -0.0371185  -0.03353916 -0.02976752 -0.02582758 -0.02174338
 -0.01753896 -0.01323837 -0.00886565 -0.00444485  0.        ]"
"(4.1157501466757624, 0)","(4.1157501466757624, 0.1993305848845487)",[4.37210491 1.        ],[    0 -2541],"[ 0.         -0.00534829 -0.01066982 -0.01593784 -0.02112558 -0.02620629
 -0.03115322 -0.03593963 -0.04053882 -0.04492406 -0.0490683  -0.05294335
 -0.05651927 -0.05975748 -0.06262906 -0.06521797 -0.06773784 -0.06867412
 -0.06884562 -0.06869992 -0.06818169 -0.06723434 -0.06589636 -0.06419757
 -0.06216141 -0.05980884 -0.05715976 -0.05423389 -0.05105094 -0.04763066
 -0.04399283 -0.04015721 -0.0361436  -0.03197176 -0.02766148 -0.02323253
 -0.01870469 -0.01409774 -0.00943146 -0.00472562  0.        ]"
"(6.4176990819447886, 0)","(6.4176990819447886, 0.33792984246631985)",[3.39833393 1.        ],[    0 -6417],"[ 0.         -0.01309952 -0.02612266 -0.03899301 -0.05163419 -0.0639698
 -0.07592347 -0.08741892 -0.09838004 -0.10873103 -0.11839568 -0.12729454
 -0.13533799 -0.14241912 -0.14842558 -0.1532925  -0.15704958 -0.15977404
 -0.16153744 -0.16239305 -0.16238101 -0.16153113 -0.15987061 -0.15747587
 -0.15457674 -0.15178018 -0.14487039 -0.13683648 -0.12832251 -0.11942353
 -0.11004965 -0.10023217 -0.09003094 -0.07949688 -0.06867445 -0.0576055
 -0.04633111 -0.03489227 -0.02333007 -0.0116856   0.        ]"
"(1.5142249172800233, 0)","(1.5142249172800233, 0.39121687994276133)",[3.08640736 1.        ],[    0 -7253],"[ 0.         -0.01620396 -0.03230026 -0.04818103 -0.06377757 -0.07915648
 -0.09478649 -0.10604716 -0.11590566 -0.12482877 -0.13298517 -0.14014201
 -0.1461504  -0.15094885 -0.15457503 -0.15711313 -0.1586382  -0.15920497
 -0.15885662 -0.15763271 -0.15557241 -0.15271523 -0.14910092 -0.1447693
 -0.13976023 -0.13411357 -0.12786915 -0.12106685 -0.11374649 -0.10594794
 -0.09771105 -0.08907566 -0.08008162 -0.07076879 -0.06117701 -0.05134613
 -0.041316   -0.03112647 -0.0208174  -0.01042862  0.        ]"
"(5.3745529619880745, 0)","(5.3745529619880745, 0.27151957913028335)",[3.21461666 1.        ],[    0 -6185],"[ 0.         -0.01254841 -0.02502036 -0.03733938 -0.04942902 -0.06121282
 -0.07261443 -0.08355768 -0.09396664 -0.10376507 -0.11287353 -0.12120285
 -0.12864723 -0.13509563 -0.14048264 -0.14483292 -0.14821416 -0.1506813
 -0.1522657  -0.15303936 -0.15325186 -0.15350403 -0.1498504  -0.14499779
 -0.13965601 -0.13385448 -0.12746844 -0.12053277 -0.11310514 -0.10523194
 -0.09695336 -0.08830693 -0.07932938 -0.07005743 -0.0605278  -0.0507773
 -0.04084272 -0.03076089 -0.02056862 -0.01030271  0.        ]"
"(3.2846403155365698, 0)","(3.2846403155365698, 0.2825033384636672)",[7.79580724 1.        ],[    0 -7706],"[ 0.         -0.0092288  -0.01842585 -0.02755942 -0.03659778 -0.04550926
 -0.05426209 -0.06282393 -0.07116077 -0.07923416 -0.08700077 -0.09444246
 -0.10164793 -0.10893196 -0.11392019 -0.118094   -0.1218307  -0.12514247
 -0.12789427 -0.13005268 -0.13159924 -0.1325083  -0.13275025 -0.13229379
 -0.13110726 -0.12915917 -0.12641843 -0.12285349 -0.11842891 -0.11309705
 -0.10678951 -0.09943133 -0.09100457 -0.08160479 -0.07138457 -0.06048994
 -0.04904614 -0.03716626 -0.02495942 -0.01253433  0.        ]"
"(4.839448999920312, 0)","(4.839448999920312, 0.1982280593731343)",[7.46251267 1.        ],[    0 -8034],"[ 0.         -0.01001115 -0.01998553 -0.02988633 -0.03967678 -0.0493201
 -0.05877949 -0.06801818 -0.07699939 -0.08568634 -0.09404231 -0.10203058
 -0.1096144  -0.11675647 -0.12341746 -0.12955498 -0.13511269 -0.14005236
 -0.14452911 -0.14890594 -0.15075933 -0.1514071  -0.15152595 -0.15093632
 -0.14945582 -0.14707057 -0.14375852 -0.13948518 -0.13419953 -0.12782698
 -0.12028565 -0.11155308 -0.10172516 -0.09095728 -0.079398   -0.06717422
 -0.05440015 -0.04118589 -0.02764109 -0.01387571  0.        ]"
"(2.842846230212742, 0)","(2.842846230212742, 0.43581714067361227)",[6.00364994 1.        ],[    0 -8730],"[ 0.         -0.01875758 -0.03745134 -0.05601744 -0.07439185 -0.09250932
 -0.11030059 -0.12768876 -0.14459644 -0.1609973  -0.1770251  -0.19337814
 -0.20332933 -0.21146172 -0.2184594  -0.22463299 -0.22982684 -0.23395889
 -0.2369863  -0.23885904 -0.23951788 -0.23889548 -0.2369098  -0.23345517
 -0.22841861 -0.22175178 -0.21353497 -0.20391304 -0.19302345 -0.18098011
 -0.16788315 -0.15382822 -0.13891048 -0.12322544 -0.1068689  -0.08993678
 -0.072525   -0.05472951 -0.03664622 -0.01837107  0.        ]"
"(1.71928035223294, 0)","(1.71928035223294, 0.24419734506200114)",[3.49820435 1.        ],[    0 -3941],"[ 0.         -0.00807742 -0.01610305 -0.02402132 -0.0317878  -0.03943119
 -0.04712116 -0.05353426 -0.05937707 -0.06489681 -0.07005174 -0.07471882
 -0.07884723 -0.08237971 -0.08525074 -0.08742175 -0.0889112  -0.08976643
 -0.09003138 -0.08973942 -0.08891768 -0.08759131 -0.08578522 -0.08352448
 -0.08083431 -0.07773994 -0.07426664 -0.07043968 -0.06628432 -0.06182582
 -0.05708945 -0.05210046 -0.04688411 -0.04146568 -0.03587041 -0.03012357
 -0.02425043 -0.01827623 -0.01222626 -0.00612576  0.        ]"
"(5.065023386099074, 0)","(5.065023386099074, 0.2619369574750767)",[4.46064013 1.        ],[    0 -1340],"[ 0.         -0.00295971 -0.00590592 -0.00882513 -0.01170386 -0.01452859
 -0.01728584 -0.01996209 -0.02254387 -0.02501766 -0.02736999 -0.0295874
 -0.03165649 -0.03356386 -0.03529573 -0.03683675 -0.03816707 -0.03926103
 -0.04010749 -0.0407628  -0.04141893 -0.04082267 -0.03984316 -0.03870789
 -0.0374262  -0.03595774 -0.03431281 -0.03250903 -0.03056048 -0.02847927
 -0.02627667 -0.02396371 -0.02155139 -0.01905072 -0.01647276 -0.01382853
 -0.01112908 -0.00838546 -0.00560872 -0.00280988  0.        ]"
"(4.955114337859998, 0)","(4.955114337859998, 0.3718484639137546)",[2.03592432 1.        ],[    0 -1667],"[ 0.         -0.0028369  -0.00564949 -0.00841348 -0.0111045  -0.01369734
 -0.01616413 -0.01847252 -0.02058874 -0.02249136 -0.02418351 -0.02568067
 -0.02699686 -0.02814135 -0.02912012 -0.02993683 -0.03059512 -0.03110891
 -0.03152282 -0.03197298 -0.0314207  -0.03060655 -0.02966734 -0.02863754
 -0.02750013 -0.02625818 -0.02492156 -0.02349862 -0.02199621 -0.02042059
 -0.01877786 -0.01707409 -0.01531537 -0.0135078  -0.01165749 -0.00977055
 -0.00785307 -0.00591118 -0.00395096 -0.00197853  0.        ]"
"(8.253773686485879, 0)","(8.253773686485879, 0.2845125746046634)",[2.87274286 1.        ],[    0 -6023],"[ 0.         -0.01048206 -0.02088415 -0.0311263  -0.04112863 -0.05081145
 -0.06009533 -0.06890048 -0.07714403 -0.08473362 -0.09156061 -0.09751127
 -0.10251643 -0.10659561 -0.10981293 -0.11222737 -0.11388166 -0.11480904
 -0.11503964 -0.11460327 -0.11352999 -0.11185002 -0.10959371 -0.10679138
 -0.1034734  -0.09967014 -0.0954119  -0.09072869 -0.0856497  -0.08020183
 -0.07441019 -0.06831686 -0.06201867 -0.05571261 -0.04821734 -0.04039636
 -0.03248007 -0.0244792  -0.01637786 -0.00820596  0.        ]"
"(5.035165088000097, 0)","(5.035165088000097, 0.3712088624495537)",[3.13854916 1.        ],[    0 -2601],"[ 0.         -0.00572513 -0.0114181  -0.01704677 -0.02257897 -0.02798256
 -0.03322542 -0.03827552 -0.04310095 -0.04766962 -0.05194815 -0.05589908
 -0.05947791 -0.06263787 -0.06535087 -0.06762542 -0.06948586 -0.07095444
 -0.07207113 -0.07294578 -0.07390768 -0.07244937 -0.0703604  -0.06797182
 -0.06536668 -0.06250464 -0.05939385 -0.05605893 -0.05252071 -0.0487965
 -0.04490214 -0.04085309 -0.03666476 -0.03235259 -0.02793205 -0.02341862
 -0.01882779 -0.01417502 -0.00947582 -0.00474565  0.        ]"
"(6.051406397107911, 0)","(6.051406397107911, 0.49045023811363414)",[3.57753155 1.        ],[    0 -9258],"[ 0.         -0.02082591 -0.04154162 -0.0620369  -0.08220154 -0.10192534
 -0.1210981  -0.13960976 -0.15735054 -0.17421106 -0.19008138 -0.20484687
 -0.21837823 -0.23052124 -0.24111384 -0.25006251 -0.25741012 -0.26326771
 -0.26773669 -0.2708883  -0.27277096 -0.2734337  -0.2729961  -0.27178383
 -0.27098097 -0.26035831 -0.24737403 -0.23320303 -0.21831256 -0.20268409
 -0.18635852 -0.16941858 -0.15193896 -0.13398425 -0.11561467 -0.0968894
 -0.07786755 -0.05860837 -0.03917115 -0.01961525  0.        ]"
"(7.572295593942841, 0)","(7.572295593942841, 0.28398822445966965)",[4.34365069 1.        ],[    0 -6729],"[ 0.         -0.01332097 -0.02657108 -0.03967947 -0.05257528 -0.06518764
 -0.0774457  -0.08927859 -0.10061545 -0.11138543 -0.12151777 -0.13094194
 -0.13958765 -0.14738428 -0.15425771 -0.16012324 -0.164878   -0.16841339
 -0.17067062 -0.17169    -0.17156167 -0.17037005 -0.16818146 -0.16505145
 -0.16103138 -0.15617019 -0.1505115  -0.14409433 -0.1369977  -0.12943587
 -0.12187783 -0.11139051 -0.10005495 -0.08842202 -0.07651607 -0.0642722
 -0.05174157 -0.0389917  -0.02608194 -0.01306709  0.        ]"
"(7.554576495587331, 0)","(7.554576495587331, 0.2868366526141699)",[1.90453638 1.        ],[    0 -8525],"[ 0.         -0.01264017 -0.02515597 -0.03742327 -0.04931743 -0.06070945
 -0.07145687 -0.08139423 -0.09034883 -0.09821106 -0.10499685 -0.11078523
 -0.11564798 -0.11963388 -0.12277825 -0.12511204 -0.12666574 -0.12747015
 -0.12755639 -0.12695566 -0.12569919 -0.12381826 -0.12134414 -0.11830801
 -0.11474064 -0.11067154 -0.10612692 -0.1011301  -0.09572819 -0.09004894
 -0.08437195 -0.07694856 -0.06901945 -0.06091305 -0.05264388 -0.04417325
 -0.03553165 -0.02675935 -0.01789171 -0.00896143  0.        ]"
"(7.763623099805268, 0)","(7.763623099805268, 0.29359547936526037)",[1.85430426 1.        ],[    0 -1012],"[ 0.         -0.00137111 -0.00272707 -0.00405263 -0.00533202 -0.00654786
 -0.00768005 -0.00870763 -0.00961711 -0.01040994 -0.01109501 -0.0116804
 -0.01217143 -0.01257183 -0.0128848  -0.01311352 -0.01326116 -0.01333096
 -0.01332617 -0.01325001 -0.01310574 -0.01289661 -0.01262586 -0.01229673
 -0.01191247 -0.01147627 -0.01099123 -0.01046011 -0.00988542 -0.00927193
 -0.00863194 -0.00799182 -0.00718838 -0.00633831 -0.00547257 -0.00459255
 -0.00369499 -0.00278309 -0.00186091 -0.00093209  0.        ]"
"(5.851015874995696, 0)","(5.851015874995696, 0.42337588781007646)",[6.94420544 1.        ],[    0 -1791],"[ 0.         -0.00319081 -0.00637178 -0.00953307 -0.01266484 -0.01575725
 -0.01880046 -0.02178463 -0.02469992 -0.02753648 -0.03028448 -0.03293408
 -0.03547545 -0.03789874 -0.04019415 -0.04235188 -0.04436206 -0.0462144
 -0.04789734 -0.04939693 -0.05069934 -0.0518077  -0.05277677 -0.0538435
 -0.05285365 -0.051303   -0.04942029 -0.04729249 -0.04486982 -0.04213987
 -0.03912892 -0.03587408 -0.03240825 -0.02875833 -0.02494812 -0.02100045
 -0.0169381  -0.01278394 -0.00856089 -0.00429193  0.        ]"
"(7.5869165606264195, 0)","(7.5869165606264195, 0.22654497317938044)",[4.95252748 1.        ],[    0 -3486],"[ 0.         -0.00668351 -0.0133351  -0.01992285 -0.02641484 -0.03277914
 -0.03898383 -0.04499699 -0.0507867  -0.05632104 -0.06156808 -0.0664959
 -0.07107259 -0.07526628 -0.07904521 -0.08237776 -0.08523213 -0.08757472
 -0.08936643 -0.09055875 -0.09110024 -0.09096524 -0.09017947 -0.08879439
 -0.0868581  -0.08440834 -0.08147473 -0.07807981 -0.07426624 -0.07016403
 -0.06601305 -0.06040165 -0.05430299 -0.04805218 -0.04163001 -0.03499893
 -0.02819538 -0.02125936 -0.01422619 -0.00712902  0.        ]"
"(4.608793826932969, 0)","(4.608793826932969, 0.18782651688964447)",[4.33187681 1.        ],[    0 -8077],"[ 0.         -0.01684272 -0.03360039 -0.05018794 -0.06652033 -0.08251249
 -0.09807936 -0.1131359  -0.12759707 -0.14137794 -0.15439371 -0.16655975
 -0.17779067 -0.18799667 -0.19707822 -0.20489438 -0.21132512 -0.21663682
 -0.22151783 -0.2212748  -0.21881261 -0.21559139 -0.21135686 -0.20590676
 -0.19934561 -0.19176277 -0.18323232 -0.17382134 -0.16359346 -0.15261144
 -0.14093801 -0.12863592 -0.11576804 -0.10239721 -0.08858631 -0.07439821
 -0.05989577 -0.04514187 -0.03019936 -0.01513111  0.        ]"
"(1.640889028877766, 0)","(1.640889028877766, 0.18426935323589316)",[6.16163315 1.        ],[    0 -7914],"[ 0.         -0.01318334 -0.02630836 -0.03931168 -0.05213568 -0.06480711
 -0.07748208 -0.08898114 -0.09985318 -0.11039344 -0.1204963  -0.13003312
 -0.13896054 -0.14723142 -0.15479447 -0.16159648 -0.1675833  -0.17270059
 -0.17689405 -0.18010969 -0.18229384 -0.18339241 -0.18334725 -0.18208769
 -0.17952174 -0.17555069 -0.17013436 -0.16334916 -0.15533004 -0.14620523
 -0.13608163 -0.12505361 -0.11321151 -0.10064523 -0.08744496 -0.07370119
 -0.05950448 -0.04494541 -0.03011459 -0.01510259  0.        ]"
"(6.602024439642037, 0)","(6.602024439642037, 0.4124773418728962)",[1.85743294 1.        ],[    0 -8943],"[ 0.         -0.01297758 -0.02582124 -0.03839629 -0.05056333 -0.06216882
 -0.07303509 -0.08297687 -0.09187509 -0.09974235 -0.10665749 -0.11269167
 -0.117892   -0.12229143 -0.12591834 -0.1288006  -0.13096648 -0.13244456
 -0.13326353 -0.13345197 -0.13303771 -0.13204632 -0.13049932 -0.12841988
 -0.12586296 -0.12297511 -0.12022777 -0.1138529  -0.10659168 -0.09890936
 -0.09095552 -0.08270451 -0.0741752  -0.0654071  -0.05643577 -0.04729223
 -0.03800558 -0.02860445 -0.01911739 -0.00957302  0.        ]"
"(5.7544596180625565, 0)","(5.7544596180625565, 0.3277483578450022)",[4.1872585 1.       ],[    0 -8710],"[ 0.         -0.01900682 -0.03792193 -0.05665359 -0.07511008 -0.09319969
 -0.11083069 -0.12791134 -0.14434994 -0.16005476 -0.17493424 -0.18889704
 -0.20185223 -0.21370842 -0.22436984 -0.23372701 -0.2416466  -0.24798608
 -0.25266171 -0.25570488 -0.25720705 -0.25734312 -0.25655091 -0.25595946
 -0.2476871  -0.23729663 -0.22598243 -0.21392275 -0.20093969 -0.18708252
 -0.17245417 -0.1571408  -0.14121647 -0.12475029 -0.10780996 -0.09046304
 -0.0727772  -0.05482018 -0.03665978 -0.01836379  0.        ]"
"(5.81293213988696, 0)","(5.81293213988696, 0.21554668658036075)",[1.94764178 1.        ],[    0 -6145],"[ 0.         -0.0093447  -0.01859974 -0.02767566 -0.03648261 -0.04492761
 -0.05290797 -0.06030442 -0.06699247 -0.07289312 -0.07801786 -0.08242364
 -0.0861622  -0.08926873 -0.09176871 -0.0936845  -0.09503808 -0.0958512
 -0.09614461 -0.09593602 -0.0952368  -0.09408116 -0.09260708 -0.09109335
 -0.0878313  -0.08395562 -0.07985778 -0.07550953 -0.07084739 -0.0658993
 -0.06069775 -0.05526941 -0.04963832 -0.04382729 -0.03785881 -0.03175532
 -0.02553931 -0.01923326 -0.01285969 -0.0064411   0.        ]"
"(5.973358571194567, 0)","(5.973358571194567, 0.19332045720347601)",[8.33397531 1.        ],[    0 -8315],"[ 0.         -0.0074643  -0.01490195 -0.0222863  -0.0295907  -0.0367885
 -0.04385306 -0.05075773 -0.05747584 -0.06398077 -0.07024585 -0.07624443
 -0.08194987 -0.08733554 -0.09237483 -0.09704115 -0.10130789 -0.10514792
 -0.10853238 -0.11142974 -0.11379611 -0.11560401 -0.11699634 -0.11829347
 -0.11737729 -0.11541353 -0.11299885 -0.10997934 -0.10620201 -0.10165981
 -0.09633475 -0.09018841 -0.08315661 -0.07516643 -0.0662061  -0.05638625
 -0.04587912 -0.03484986 -0.02344124 -0.01178288  0.        ]"
"(7.630959924638039, 0)","(7.630959924638039, 0.12259889987770328)",[4.67863955 1.        ],[    0 -5299],"[ 0.         -0.01012006 -0.02018917 -0.03015638 -0.03997074 -0.04958131
 -0.05893713 -0.06798725 -0.07668073 -0.0849666  -0.09279392 -0.10011176
 -0.10686923 -0.11301565 -0.11850053 -0.12327308 -0.12727983 -0.13045888
 -0.13273411 -0.13402484 -0.13428964 -0.13356511 -0.13192713 -0.12944695
 -0.12618152 -0.122178   -0.11748084 -0.11212641 -0.10614515 -0.09973171
 -0.09305119 -0.08510812 -0.07652338 -0.06776516 -0.05871375 -0.04936086
 -0.03976882 -0.0299887  -0.02006932 -0.01005768  0.        ]"
"(2.917958996580022, 0)","(2.917958996580022, 0.20027189830713713)",[8.23906527 1.        ],[    0 -2288],"[ 0.         -0.00208571 -0.00416409 -0.00622784 -0.0082696  -0.01028197
 -0.01225725 -0.01418708 -0.01606175 -0.01787522 -0.01964273 -0.0214163
 -0.02282305 -0.02407777 -0.02525516 -0.02634526 -0.02732053 -0.02817481
 -0.02890307 -0.02949895 -0.02995546 -0.03026535 -0.03042126 -0.03041585
 -0.03024178 -0.02989173 -0.02935839 -0.02863453 -0.02771304 -0.02658663
 -0.02524689 -0.02368177 -0.02187305 -0.01980058 -0.01746111 -0.01488511
 -0.01212    -0.00921122 -0.00619805 -0.00311615  0.        ]"
"(4.301622664520857, 0)","(4.301622664520857, 0.39106636978052806)",[3.58152046 1.        ],[    0 -7023],"[ 0.         -0.01685384 -0.03362408 -0.05022711 -0.06657932 -0.08259711
 -0.0981969  -0.11329525 -0.12780901 -0.14165537 -0.15475075 -0.1670062
 -0.17831593 -0.18854365 -0.19754736 -0.20531978 -0.21220654 -0.21935295
 -0.21834687 -0.21521737 -0.21107152 -0.20618303 -0.20040862 -0.19376839
 -0.186338   -0.17818045 -0.16934692 -0.15988365 -0.14983557 -0.13924745
 -0.12816418 -0.11663076 -0.10469217 -0.09239345 -0.0797796  -0.06689566
 -0.05378663 -0.04049753 -0.02707338 -0.0135592   0.        ]"
"(7.039303041745238, 0)","(7.039303041745238, 0.3843862603705856)",[4.01295263 1.        ],[    0 -7597],"[ 0.         -0.01570263 -0.03132177 -0.04677396 -0.06197571 -0.07684355
 -0.09129397 -0.10524351 -0.1186087  -0.13130618 -0.14325282 -0.15436582
 -0.16456194 -0.17375405 -0.18184301 -0.18870923 -0.19422661 -0.19832532
 -0.20104741 -0.20249122 -0.20274864 -0.20189083 -0.19997579 -0.19705397
 -0.19316802 -0.18836185 -0.18273419 -0.17654303 -0.1705221  -0.15928183
 -0.14673035 -0.13360514 -0.12007906 -0.10608821 -0.0916728  -0.07690781
 -0.06186022 -0.04658956 -0.03115226 -0.0156039   0.        ]"
"(4.4047902940141, 0)","(4.4047902940141, 0.493544836680278)",[2.56186499 1.        ],[    0 -3547],"[ 0.         -0.00785943 -0.01567014 -0.02338347 -0.03095087 -0.03832392
 -0.04545403 -0.05229078 -0.05877819 -0.06485074 -0.07043971 -0.07550199
 -0.08004465 -0.08409775 -0.08769022 -0.09086917 -0.0937568  -0.09681038
 -0.09599585 -0.09423498 -0.09198116 -0.08942207 -0.08654405 -0.08335612
 -0.0798838  -0.07614943 -0.07217133 -0.06796609 -0.06354987 -0.05893882
 -0.05414915 -0.04919708 -0.04409884 -0.03887069 -0.03352885 -0.02808958
 -0.0225691  -0.01698367 -0.01134951 -0.00568288  0.        ]"
"(1.7140414623497129, 0)","(1.7140414623497129, 0.13419874947871163)",[4.21968344 1.        ],[    0 -9400],"[ 0.         -0.01860873 -0.03711382 -0.05540538 -0.07336318 -0.09102753
 -0.10857807 -0.12449056 -0.13932819 -0.15361255 -0.16705812 -0.17947647
 -0.19079437 -0.20092056 -0.20975566 -0.21718267 -0.22305814 -0.22723032
 -0.22961703 -0.23027455 -0.22932875 -0.22689748 -0.2230733  -0.21793386
 -0.21155205 -0.20400019 -0.19535101 -0.18567753 -0.1750529  -0.16355028
 -0.15124284 -0.13820375 -0.12450618 -0.11022329 -0.09542825 -0.08019422
 -0.06459436 -0.04870185 -0.03258984 -0.0163315   0.        ]"
"(6.866045085045902, 0)","(6.866045085045902, 0.3799173951696907)",[8.08722775 1.        ],[    0 -1508],"[ 0.         -0.00174008 -0.00347463 -0.00519814 -0.00690507 -0.00858991
 -0.01024714 -0.01187122 -0.01345664 -0.01499787 -0.01648939 -0.01792567
 -0.01930119 -0.02061044 -0.02184787 -0.02300798 -0.02408523 -0.02507412
 -0.02596913 -0.02676477 -0.0274555  -0.02803552 -0.02849821 -0.02883525
 -0.029038   -0.02910909 -0.02908707 -0.02911738 -0.0279802  -0.02651004
 -0.02484968 -0.02303573 -0.02102676 -0.0188162  -0.01642806 -0.01389561
 -0.01124902 -0.00851369 -0.00571241 -0.0028672   0.        ]"
"(2.912910156594293, 0)","(2.912910156594293, 0.13846522397207411)",[5.10440512 1.        ],[    0 -6894],"[ 0.         -0.01343379 -0.02680449 -0.04004906 -0.05310434 -0.06590706
 -0.07839197 -0.09049292 -0.10213378 -0.11322706 -0.12388978 -0.13434292
 -0.14288469 -0.1502523  -0.15708297 -0.16308698 -0.16810292 -0.17209216
 -0.17498571 -0.17669226 -0.17711157 -0.17619311 -0.17398763 -0.17059683
 -0.1661166  -0.16062426 -0.15418625 -0.14686549 -0.13872448 -0.12982605
 -0.1202332  -0.11000906 -0.09921675 -0.08791941 -0.07618017 -0.06406215
 -0.05162849 -0.03894232 -0.02606676 -0.01306494  0.        ]"
"(3.2841202652344603, 0)","(3.2841202652344603, 0.23950063308999692)",[2.19250543 1.        ],[    0 -1463],"[ 0.         -0.00257159 -0.00512245 -0.00763187 -0.01007924 -0.01244386
 -0.01470427 -0.01683647 -0.01881205 -0.02059999 -0.02217738 -0.02355236
 -0.02478809 -0.02600794 -0.02648202 -0.02668897 -0.02679313 -0.02678075
 -0.02662056 -0.02632089 -0.02589209 -0.02534198 -0.02467725 -0.02390406
 -0.02302843 -0.02205636 -0.02099387 -0.01984698 -0.01862171 -0.01732411
 -0.01596019 -0.01453598 -0.01305752 -0.01153083 -0.00996194 -0.00835688
 -0.00672167 -0.00506236 -0.00338495 -0.00169549  0.        ]"
"(7.301703828432677, 0)","(7.301703828432677, 0.1971594397001133)",[2.32351852 1.        ],[    0 -8786],"[ 0.         -0.01384831 -0.02757208 -0.041047   -0.05414914 -0.06675408
 -0.07873289 -0.08994277 -0.10021722 -0.10938229 -0.11732901 -0.12407784
 -0.12971426 -0.13431624 -0.1379381  -0.14062025 -0.14239863 -0.14330866
 -0.14338613 -0.14266714 -0.14118787 -0.13898459 -0.13609352 -0.13255054
 -0.12839042 -0.12364644 -0.11834311 -0.11251986 -0.10633527 -0.10001663
 -0.09225768 -0.08391086 -0.07539328 -0.06663601 -0.05760157 -0.04833784
 -0.03888855 -0.02929314 -0.01958901 -0.00981257  0.        ]"
